id,Late_2,Late_1,Late_3,days_late_Sum,normal_payment,p_code,p_limit,last_update,curr_remaining,max_bal,recent_payment_activity
1489281928,0,0,0,0,2,2,,01/09/2016,1547596.8,1296347,
1488686844,0,0,0,0,4,5,,01/09/2016,213292.8,183500,25/03/2016
1492664706,0,0,0,0,1,1,,05/08/2016,513638.4,428532,
1492438767,0,0,0,0,2,0,,04/08/2016,24000,30500,
1488121069,0,0,0,0,2,10,,03/08/2016,3356.4,3297,
1488748059,0,0,0,0,2,6,,03/08/2016,16848,14540,
1487757860,0,0,0,0,1,10,85800,02/08/2016,38505.6,32587,26/02/2016
1487266656,0,0,0,0,1,10,82500,02/08/2016,81030,68025,
1743701,0,0,0,0,2,0,,02/08/2016,2325.6,2681,
1488318070,0,0,0,0,1,10,,02/08/2016,18000,15500,
1743701,0,0,0,0,2,0,,02/08/2016,48000,50500,
1491270859,0,0,0,0,2,6,,02/08/2016,29748,43000,
1491858523,0,0,0,0,3,6,,01/08/2016,23328,35500,21/02/2016
1485517762,0,0,0,0,2,10,,01/08/2016,0,3549,02/09/2016
1485906199,0,0,0,0,2,10,127600,03/07/2016,46910.4,49591,16/04/2016
1491759466,0,0,0,0,2,6,,03/07/2016,13945.2,12121,
1486156624,0,0,0,0,3,10,,03/07/2016,5451.6,16150,18/05/2016
880755,0,0,0,0,2,13,,03/07/2016,46431.6,41100,26/03/2016
2191127,0,0,0,0,3,10,70400,02/07/2016,39973.2,34710,05/07/2016
1488993661,0,0,0,0,4,6,,02/07/2016,7200,12500,22/04/2016
1492021763,0,0,0,0,1,10,182600,01/07/2016,24327.6,20773,
2253455,0,0,0,0,5,6,,01/07/2016,32262,44500,22/04/2016
1989303,0,0,0,0,4,6,,01/07/2016,27679.2,29334,04/02/2016
2191127,0,0,0,0,1,6,,05/06/2016,9998.4,13000,
3745246,0,0,0,0,1,5,,05/06/2016,180000,150500,
2191127,0,0,0,0,1,6,,05/06/2016,14400,18500,
1491660038,0,0,0,0,1,10,69300,04/06/2016,39766.8,33639,
1492824607,0,0,0,0,2,10,,04/06/2016,27901.2,23751,05/09/2016
1488494666,0,0,0,0,1,13,,04/06/2016,47875.2,42500,
1488088421,0,0,0,0,1,6,,04/06/2016,11116.8,14400,
1486105426,0,0,0,0,2,6,,04/06/2016,35868,30390,
1487901066,0,0,0,0,1,10,68200,03/06/2016,6244.8,5704,
1492586054,0,0,0,0,2,10,,03/06/2016,27297.6,23248,27/04/2016
1488804451,0,0,0,0,3,10,82500,02/06/2016,24252,50050,04/09/2016
1491518687,0,0,0,0,1,10,61600,02/06/2016,6177.6,5648,
1488123295,0,0,0,0,2,10,44000,02/06/2016,47262,39884,28/02/2016
1485752605,0,0,0,0,2,10,33000,02/06/2016,31924.8,27104,26/02/2016
1492320047,0,0,0,0,4,6,,02/06/2016,15120,21500,19/04/2016
3425073,0,0,0,0,3,10,,02/06/2016,0,,
949761,0,0,0,0,4,5,,02/06/2016,204925.2,179500,20/03/2016
1487266656,0,0,0,0,1,10,,02/06/2016,28742.4,,
1841274,0,0,0,0,3,10,22000,01/06/2016,21976.8,19800,21/02/2016
1492728889,0,0,0,0,1,10,69300,31/05/2016,685.2,1071,
1492721098,0,0,0,0,1,5,,28/05/2016,240000,200500,
1492603491,0,0,0,0,1,10,526900,17/05/2016,288790.8,241159,
973876,0,0,0,0,1,5,,17/05/2016,190800,159500,
1489017405,0,0,0,0,1,10,55000,15/05/2016,2050.8,2208,
1486129170,0,0,0,0,1,6,,15/05/2016,37680,31900,
1486129170,0,0,0,0,1,6,,15/05/2016,30000,25500,
1486201515,0,0,0,0,1,10,99000,14/05/2016,685.2,1071,
1492500724,0,0,0,0,1,10,78100,14/05/2016,4102.8,3918,
2328768,0,0,0,0,2,6,,13/05/2016,18973.2,20265,
1488993661,0,0,0,0,2,10,55000,04/05/2016,4444.8,47225,15/05/2016
1491098344,0,0,0,0,1,10,346500,03/05/2016,2865.6,2888,
911548,0,0,0,0,2,10,66000,03/05/2016,14347.2,16139,04/09/2016
2251600,0,0,0,0,3,10,33000,03/05/2016,4760.4,4467,15/04/2016
1488912412,0,0,0,0,3,10,,03/05/2016,1066.8,36632,15/05/2016
2217097,0,0,0,0,2,5,,03/05/2016,59666.4,67500,04/10/2016
1803803,0,0,0,0,2,6,,03/05/2016,17157.6,21950,
1489374678,0,0,0,0,2,10,,03/05/2016,5821.2,5351,05/07/2016
1491294974,0,0,0,0,1,10,,03/05/2016,684,1070,
863318,0,0,0,0,3,10,,02/05/2016,12396,8080,04/09/2016
1492514451,0,0,0,0,4,10,,02/05/2016,35043.6,29703,05/09/2016
1491258245,0,0,0,0,2,10,,02/05/2016,22764,19470,02/11/2016
1491639633,0,0,0,0,3,10,,02/05/2016,2386.8,3173,21/03/2016
3239944,0,0,0,0,4,10,106700,01/05/2016,104354.4,98609,17/04/2016
1492154581,0,0,0,0,5,10,79200,01/05/2016,80415.6,69991,26/04/2016
1491792856,0,0,0,0,4,10,49500,01/05/2016,33427.2,40557,15/04/2016
1491302765,0,0,0,0,3,10,44000,01/05/2016,16880.4,14566,25/02/2016
1486201515,0,0,0,0,1,10,,26/04/2016,6175.2,5646,
1492714049,0,0,0,0,2,10,,24/04/2016,0,,
1488952851,0,0,0,0,1,10,,21/04/2016,253.2,711,
1488952851,0,0,0,0,1,10,,21/04/2016,253.2,711,
1489282299,0,0,0,0,2,10,88000,17/04/2016,2805.6,5826,20/05/2016
1491780613,0,0,0,0,1,10,64900,17/04/2016,888,1240,
1491752417,0,0,0,0,1,10,46200,17/04/2016,4102.8,3918,
1489508238,0,0,0,0,2,2,,17/04/2016,4437040.8,4225500,
1492015827,0,0,0,0,1,10,,17/04/2016,0,,
2288700,0,0,0,0,1,10,66000,16/04/2016,682.8,1068,
772423,0,0,0,0,1,10,27500,16/04/2016,496.8,,
1488686844,0,0,0,0,1,10,,16/04/2016,0,,
3248106,0,0,0,0,1,10,,16/04/2016,0,,
1486052744,0,0,0,0,2,0,,16/04/2016,66806.4,55500,18/05/2016
1488585190,0,0,0,0,1,10,101200,14/04/2016,14290.8,12408,
1489508238,0,0,0,0,2,5,,13/04/2016,863940,718201,19/04/2016
1489508238,0,0,0,0,2,0,,13/04/2016,636720,531100,
1489004420,0,0,0,0,1,10,42900,05/04/2016,682.8,1068,
1492083349,0,0,0,0,1,10,,05/04/2016,0,,
1489501931,0,0,0,0,1,6,,04/04/2016,30109.2,26500,05/06/2016
1488912412,0,0,0,0,2,19,,04/04/2016,1430811.6,1207032,
3514855,0,0,0,0,3,10,60500,03/04/2016,24163.2,24036,24/04/2016
1865389,0,0,0,0,1,10,55000,03/04/2016,2302.8,3719,20/03/2016
1486052744,0,0,0,0,3,10,,03/04/2016,-6,1515,24/04/2016
1485913990,0,0,0,0,1,5,,03/04/2016,240000,200500,
1486069439,0,0,0,0,3,6,,02/04/2016,46923.6,49379,20/03/2016
1485810110,0,0,0,0,5,10,118800,01/04/2016,145.2,1068,03/08/2016
1492583828,0,0,0,0,5,10,93500,01/04/2016,-1.2,85473,02/12/2016
1489126850,0,0,0,0,3,10,,01/04/2016,80880,67900,18/04/2016
1490990383,0,0,0,0,2,1,,01/04/2016,724740,470500,
1486192611,0,0,0,0,3,10,82500,30/03/2016,0,44452,06/12/2016
1485798238,0,0,0,0,1,10,,29/03/2016,3248.4,3207,
1492283318,0,0,0,0,2,10,201300,28/03/2016,2649.6,10223,14/05/2016
1488797031,0,0,0,0,1,10,,28/03/2016,0,,
1488610789,0,0,0,0,1,5,,28/03/2016,350953.2,290500,
1491321315,0,0,0,0,1,10,105600,27/03/2016,7202.4,6501,
846252,0,0,0,0,1,10,48400,27/03/2016,56890.8,47908,
1491576563,0,0,0,0,1,10,189200,26/03/2016,6838.8,6198,
1488404142,0,0,0,0,1,10,129800,26/03/2016,124102.8,103918,
1492118223,0,0,0,0,1,6,,26/03/2016,24000,20500,
1489110155,0,0,0,0,2,6,,26/03/2016,16800,24500,22/04/2016
1492118223,0,0,0,0,1,6,,26/03/2016,14400,18500,
1487842819,0,0,0,0,1,10,110000,25/03/2016,4102.8,3918,
1485863163,0,0,0,0,1,10,16500,23/03/2016,493.2,911,
3248106,0,0,0,0,1,6,,23/03/2016,62388,52490,
1488833389,0,0,0,0,1,5,,22/03/2016,180000,150500,
1492311885,0,0,0,0,1,5,,21/03/2016,728560.8,600500,
1487684773,0,0,0,0,1,10,74800,20/03/2016,7870.8,7058,
1487684773,0,0,0,0,1,10,74800,20/03/2016,7870.8,7058,
1486192611,0,0,0,0,2,10,283800,19/03/2016,130521.6,111325,05/07/2016
1489088637,0,0,0,0,1,10,116600,19/03/2016,684,1070,
2174432,0,0,0,0,1,5,,19/03/2016,125208,109500,04/05/2016
3061122,0,0,0,0,1,10,119900,18/03/2016,4102.8,3918,
2007111,0,0,0,0,2,10,118800,18/03/2016,12508.8,12699,25/04/2016
1488777739,0,0,0,0,2,10,88000,18/03/2016,10436.4,9197,05/10/2016
846252,0,0,0,0,1,5,,18/03/2016,384000,320500,
1492231378,0,0,0,0,1,26,,18/03/2016,0,50500,
1491782468,0,0,0,0,2,10,,18/03/2016,10288.8,9074,
3248106,0,0,0,0,2,0,,18/03/2016,16296,19900,
2342124,0,0,0,0,3,6,,18/03/2016,63998.4,80500,22/04/2016
1488121069,0,0,0,0,1,5,,18/03/2016,360000,300500,
1489360580,0,0,0,0,3,6,,17/03/2016,23520,28500,19/04/2016
1488993661,0,0,0,0,3,6,,17/03/2016,24360,29500,22/04/2016
1485776720,0,0,0,0,1,10,104500,16/03/2016,19441.2,16700,
1488503941,0,0,0,0,2,10,68200,16/03/2016,55249.2,46540,14/04/2016
1486111362,0,0,0,0,1,10,,16/03/2016,1026,,
1492613879,0,0,0,0,2,10,70400,15/03/2016,7281.6,6568,
1491858523,0,0,0,0,1,5,,15/03/2016,120000,100500,
1491639633,0,0,0,0,1,5,,15/03/2016,153600,128500,
1488546235,0,0,0,0,2,0,,15/03/2016,48448.8,48950,
2320606,0,0,0,0,3,10,,15/03/2016,3069.6,15871,27/04/2016
1488086937,0,0,0,0,1,10,112200,14/03/2016,2050.8,2208,
1492116368,0,0,0,0,2,10,55000,14/03/2016,9046.8,8039,22/04/2016
1488426402,0,0,0,0,2,5,,14/03/2016,120000,100500,
1492118223,0,0,0,0,2,10,,14/03/2016,3961.2,3801,
1491858523,0,0,0,0,1,0,,14/03/2016,14280,17500,
1486067584,0,0,0,0,2,10,69300,13/03/2016,35757.6,32018,22/04/2016
3596104,0,0,0,0,2,10,49500,13/03/2016,11551.2,10126,25/04/2016
2191127,0,0,0,0,3,10,48400,13/03/2016,11256,19831,05/11/2016
1488797031,0,0,0,0,1,5,,13/03/2016,300000,250500,
1488748059,0,0,0,0,2,6,,13/03/2016,17131.2,16816,
1488328087,0,0,0,0,2,10,,13/03/2016,5700,5250,
1486129170,0,0,0,0,1,10,63800,05/03/2016,55908,47090,
1492438767,0,0,0,0,3,10,110000,04/03/2016,114994.8,100612,20/05/2016
1491854442,0,0,0,0,1,10,108900,04/03/2016,28654.8,24379,
2310589,0,0,0,0,2,10,66000,04/03/2016,33946.8,28789,13/05/2016
973876,0,0,0,0,2,10,45100,04/03/2016,53857.2,45381,19/05/2016
1488748059,0,0,0,0,1,6,,04/03/2016,41706,52639,04/03/2016
1489088637,0,0,0,0,1,6,,02/03/2016,24000,30500,
1486080569,0,0,0,0,4,5,,02/03/2016,147598.8,125500,22/04/2016
1489088637,0,0,0,0,1,6,,02/03/2016,12000,15500,
1489088637,0,0,0,0,1,6,,02/03/2016,12000,15500,
1488494666,0,0,0,0,4,10,151800,01/03/2016,-338.4,13718,13/04/2016
880755,0,0,0,0,5,10,115500,01/03/2016,52339.2,47535,25/04/2016
1865389,0,0,0,0,4,10,40700,01/03/2016,17773.2,16310,19/03/2016
1487520049,0,0,0,0,1,10,16500,01/03/2016,0,,
1487757860,0,0,0,0,2,10,,01/03/2016,61864.8,38160,14/02/2016
1488000865,0,0,0,0,3,10,,01/03/2016,4622.4,2209,02/10/2016
2287958,0,0,0,0,2,5,,01/03/2016,90729.6,83500,25/03/2016
3629865,0,0,0,0,1,1,,01/03/2016,178448.4,159943,25/03/2016
2656361,0,0,0,0,1,6,,01/03/2016,21600,20500,
1492742245,0,0,0,0,4,10,105600,29/02/2016,12062.4,14742,14/05/2016
3627639,0,0,0,0,3,10,99000,29/02/2016,11924.4,10437,16/05/2016
1486052744,0,0,0,0,3,10,,29/02/2016,11641.2,,16/05/2016
1488993661,0,0,0,0,2,6,,29/02/2016,25849.2,24000,
1486156624,0,0,0,0,3,5,,29/02/2016,86172,75500,26/03/2016
977215,0,0,0,0,3,10,,29/02/2016,6975.6,6313,25/04/2016
1485596785,0,0,0,0,1,10,179300,28/02/2016,4102.8,3918,
1648725,0,0,0,0,1,10,171600,28/02/2016,682.8,1068,
1528150,0,0,0,0,1,10,68200,28/02/2016,682.8,1068,
3730406,0,0,0,0,3,10,,28/02/2016,11913.6,11682,19/04/2016
1491030822,0,0,0,0,1,10,121000,27/02/2016,4604.4,4337,
1989303,0,0,0,0,2,5,,26/02/2016,118363.2,100500,23/03/2016
1489373565,0,0,0,0,3,5,,26/02/2016,114328.8,100500,22/04/2016
1486052744,0,0,0,0,2,10,383900,23/02/2016,-51.6,2456,14/03/2016
2138445,0,0,0,0,2,6,,23/02/2016,24780,30000,20/03/2016
3248106,0,0,0,0,2,6,,23/02/2016,83091.6,72461,27/03/2016
3425073,0,0,0,0,2,6,,23/02/2016,31584,33400,23/03/2016
1491858523,0,0,0,0,2,10,68200,22/02/2016,11995.2,10621,18/03/2016
1488363332,0,0,0,0,1,10,55000,22/02/2016,0,,
3371649,0,0,0,0,2,5,,22/02/2016,231681.6,196500,23/03/2016
3746359,0,0,0,0,3,5,,21/02/2016,235296,200500,22/04/2016
825105,0,0,0,0,2,10,174900,20/02/2016,153999.6,128833,19/03/2016
1492389424,0,0,0,0,1,5,,20/02/2016,114435.6,100500,26/02/2016
1485643902,0,0,0,0,1,10,,16/02/2016,0,,
1492359373,0,0,0,0,2,6,,16/02/2016,18019.2,17662,20/03/2016
1488472777,0,0,0,0,1,0,,16/02/2016,18662.4,28500,
1492273672,0,0,0,0,3,0,,16/02/2016,30660,37000,22/04/2016
772423,0,0,0,0,1,10,49500,15/02/2016,15434.4,13362,
1865389,0,0,0,0,2,10,27500,15/02/2016,1435.2,1696,03/05/2016
1487320080,0,0,0,0,1,10,221100,14/02/2016,39292.8,33243,
1486105426,0,0,0,0,4,10,111100,14/02/2016,5425.2,12021,17/05/2016
1492771183,0,0,0,0,4,10,42900,14/02/2016,43974,38946,28/05/2016
1487894017,0,0,0,0,2,10,,14/02/2016,59204.4,1525,
3730406,0,0,0,0,4,10,,14/02/2016,-38.4,13868,05/04/2016
1490876115,0,0,0,0,1,0,,14/02/2016,17136,20900,
1485873180,0,0,0,0,2,10,113300,13/02/2016,7938,7115,24/03/2016
1488912412,0,0,0,0,4,5,,13/02/2016,575653.2,500500,22/04/2016
1488711330,0,0,0,0,2,10,,13/02/2016,6006,6225,03/10/2016
3440284,0,0,0,0,2,10,16500,04/02/2016,14221.2,13114,05/04/2016
3392425,0,0,0,0,1,5,,04/02/2016,60000,50500,
1485826434,0,0,0,0,1,10,,04/02/2016,0,,
1488721718,0,0,0,0,1,0,,04/02/2016,33110.4,34990,
3435832,0,0,0,0,3,10,106700,02/02/2016,26734.8,22779,04/12/2016
1541506,0,0,0,0,1,10,55000,02/02/2016,1824,,
1487901066,0,0,0,0,1,9,,02/02/2016,68930.4,200500,
1492013972,0,0,0,0,3,10,,30/01/2016,8470.8,4328,16/04/2016
1486052744,1,0,0,1,3,10,178200,29/01/2016,3492,7530,14/03/2016
1459886,0,0,0,0,1,10,55000,29/01/2016,16602,45855,
1488853794,0,0,0,0,4,10,44000,27/01/2016,47858.4,43505,15/05/2016
1488480197,0,0,0,0,1,13,,27/01/2016,102921.6,85500,
1485826434,0,0,0,0,3,1,,27/01/2016,381831.6,328500,25/03/2016
3425073,0,0,0,0,3,10,,27/01/2016,0,,
1492655431,0,0,0,0,5,10,69300,26/01/2016,32684.4,42326,22/05/2016
3089318,0,0,0,0,1,10,44000,26/01/2016,44622,38856,
1492012488,0,0,0,0,3,6,,26/01/2016,27000,30500,23/03/2016
1488031658,0,0,0,0,1,10,,26/01/2016,11346,9955,
1491196659,0,0,0,0,1,13,,26/01/2016,58057.2,51500,
1492286286,0,0,0,0,4,10,,25/01/2016,0,7216,13/05/2016
2959839,0,0,0,0,2,10,194700,24/01/2016,-25.2,8228,27/02/2016
1488426402,0,0,0,0,3,6,,24/01/2016,21000,25500,20/03/2016
1841274,0,0,0,0,1,6,,24/01/2016,23998.8,22722,
1485722554,0,0,0,0,2,6,,24/01/2016,11400,19500,18/02/2016
1491926045,0,0,0,0,1,10,,24/01/2016,-1.2,,19/02/2016
1487444736,0,0,0,0,2,10,61600,23/01/2016,26078.4,49221,21/02/2016
1797867,0,0,0,0,1,10,55000,23/01/2016,57937.2,49528,15/02/2016
1489044488,0,0,0,0,4,10,,23/01/2016,136658.4,120357,15/05/2016
1491752417,0,0,0,0,3,6,,23/01/2016,8160,9000,
1491752417,0,0,0,0,3,6,,23/01/2016,39840,42000,20/03/2016
1485618674,0,0,0,0,1,6,,23/01/2016,51516,48200,
1489349821,0,0,0,0,3,10,,21/01/2016,6540,7672,04/10/2016
1485760025,0,0,0,0,2,10,103400,20/01/2016,12856.8,28555,18/03/2016
1491342833,0,0,0,0,1,10,23100,20/01/2016,3266.4,3222,
698223,0,0,0,0,1,5,,20/01/2016,120000,100500,
1489492285,0,0,0,0,4,10,55000,19/01/2016,14720.4,40919,25/04/2016
1487973782,0,0,0,0,2,10,,19/01/2016,0,1400,31/01/2016
1488106600,0,0,0,0,1,10,,19/01/2016,2350.8,11720,
1491168834,0,0,0,0,2,10,,19/01/2016,10774.8,,03/07/2016
1488342185,0,0,0,0,2,5,,19/01/2016,583700.4,500500,26/03/2016
2251600,0,0,0,0,4,1,,18/01/2016,625466.4,550500,
1490981479,0,0,0,0,1,6,,18/01/2016,34650,32000,
1491372884,0,0,0,0,1,13,,18/01/2016,57916.8,38500,
2247519,0,0,0,0,4,10,,18/01/2016,15644.4,30579,05/04/2016
3371649,0,0,0,0,2,10,24200,17/01/2016,6372,5810,16/03/2016
3483320,0,0,0,0,2,5,,17/01/2016,88305.6,77500,19/03/2016
1485570815,0,0,0,0,1,5,,17/01/2016,105600,88500,
1488610789,0,0,0,0,3,10,63800,16/01/2016,-3667.2,7579,29/03/2016
1488342185,0,0,0,0,1,2,,16/01/2016,3042966,2500500,
1848694,0,0,0,0,1,5,,16/01/2016,294043.2,250500,26/02/2016
2586613,0,0,0,0,1,5,,16/01/2016,578613.6,482500,
700449,0,0,0,0,3,13,,16/01/2016,68474.4,59500,21/02/2016
2953903,0,0,0,0,1,6,,16/01/2016,30600,26000,
1491759466,0,0,0,0,3,10,64900,15/01/2016,32218.8,59369,04/01/2016
3440284,0,0,0,0,5,6,,15/01/2016,12000,20500,19/04/2016
1487734487,0,0,0,0,2,6,,15/01/2016,36480,38500,
1487423218,0,0,0,0,1,6,,14/01/2016,56160,52500,
1488638614,0,0,0,0,4,10,,14/01/2016,13414.8,63091,19/03/2016
1492664706,0,0,0,0,5,6,,13/01/2016,15876,22550,19/04/2016
1490245044,0,0,0,0,1,10,,13/01/2016,0,,
1492504063,0,0,0,0,5,5,,13/01/2016,81583.2,100500,05/02/2016
1488853794,0,0,0,0,1,6,,13/01/2016,67500,63000,
846252,0,0,0,0,1,5,,13/01/2016,0,150500,20/03/2016
1492261429,0,0,0,0,2,10,132000,04/01/2016,3708,3590,
2217097,0,0,0,0,2,10,88000,04/01/2016,35060.4,29717,30/04/2016
1492824607,0,0,0,0,3,10,59400,04/01/2016,9432,18532,27/05/2016
1492728518,0,0,0,0,4,10,193600,03/01/2016,69610.8,62929,25/05/2016
1488301746,0,0,0,0,2,10,117700,03/01/2016,15718.8,13598,28/03/2016
1491601049,0,0,0,0,1,10,100100,03/01/2016,8298,7415,
1488993661,0,0,0,0,2,6,,03/01/2016,14299.2,13500,
1488264275,0,0,0,0,1,10,,03/01/2016,1678.8,1899,
1488993661,0,0,0,0,3,6,,03/01/2016,6957.6,12100,22/04/2016
1738878,0,0,0,0,1,10,,03/01/2016,600,1000,
1488993661,0,0,0,0,3,6,,03/01/2016,7200,12500,22/04/2016
1485463596,0,0,0,0,1,5,,02/01/2016,193200,161500,
2047179,0,0,0,0,4,6,,02/01/2016,6237.6,10900,22/04/2016
1492824607,0,0,0,0,4,0,,02/01/2016,12684,15600,22/04/2016
1489349821,0,0,0,0,4,10,,02/01/2016,0,6091,16/05/2016
1489390260,0,0,0,0,4,0,,02/01/2016,15120,25700,22/04/2016
1488686844,0,0,0,0,2,5,,02/01/2016,118150.8,100500,21/02/2016
1566363,0,0,0,0,1,6,,02/01/2016,11760,15200,
1488014221,0,0,0,0,3,10,88000,01/01/2016,64660.8,81133,14/03/2016
1714392,0,0,0,0,3,10,55000,01/01/2016,3652.8,16071,03/12/2016
1492348985,0,0,0,0,5,10,22000,01/01/2016,9480,17204,13/05/2016
1491752417,0,0,0,0,4,6,,01/01/2016,69998.4,75500,20/03/2016
1487292626,0,0,0,0,1,6,,31/12/2015,10396.8,13500,
1487292626,0,0,0,0,1,6,,31/12/2015,10396.8,13500,
1491744997,0,0,0,0,3,10,,30/12/2015,-1.2,2281,27/02/2016
1487328242,0,0,0,0,2,6,,30/12/2015,20580,25000,
1487029587,0,0,0,0,1,10,,30/12/2015,83034,69695,
1489126850,0,0,0,0,5,10,,29/12/2015,83014.8,73079,05/07/2016
1490969236,0,0,0,0,2,13,,29/12/2015,44919.6,37200,
1485420931,0,0,0,0,2,10,,29/12/2015,46671.6,39393,
1490731425,0,0,0,0,2,10,69300,28/12/2015,3676.8,4045,29/01/2016
2353625,0,0,0,0,4,10,,28/12/2015,2127.6,6824,22/04/2016
1486201515,0,0,0,0,5,2,,28/12/2015,1785898.8,1500500,24/04/2016
1485463596,0,0,0,0,2,10,44000,27/12/2015,0,,
1485622755,0,0,0,0,2,10,,27/12/2015,2024.4,2586,21/01/2016
1865389,0,0,0,0,3,10,,27/12/2015,33838.8,28699,03/07/2016
1489172112,0,0,0,0,2,1,,27/12/2015,653330.4,470500,23/02/2016
1489172112,0,0,0,0,1,1,,27/12/2015,692930.4,470500,
1486173690,0,0,0,0,4,10,,27/12/2015,307.2,47941,04/11/2016
1491168834,0,0,0,0,3,10,110000,26/12/2015,18681.6,16067,18/02/2016
1492382004,0,0,0,0,5,10,77000,26/12/2015,51295.2,69058,05/08/2016
2328768,0,0,0,0,6,6,,26/12/2015,17400,29500,20/05/2016
1487579780,0,0,0,0,2,6,,26/12/2015,54000,50500,18/01/2016
918968,0,0,0,0,4,10,88000,25/12/2015,0,,
1491641117,0,0,0,0,3,10,22000,25/12/2015,33.6,13334,17/02/2016
1485433916,0,0,0,0,2,10,,25/12/2015,1292.4,2033,22/01/2016
1490575605,0,0,0,0,2,10,105600,23/12/2015,4492.8,4243,01/11/2016
1490440190,0,0,0,0,1,6,,23/12/2015,17596.8,22500,
2099119,0,0,0,0,4,1,,23/12/2015,414792,360500,04/02/2016
1488180429,0,0,0,0,2,10,,22/12/2015,-13485.6,28393,22/01/2016
1486187788,0,0,0,0,4,6,,21/12/2015,45196.8,57000,23/03/2016
1491635181,0,0,0,0,3,10,,21/12/2015,35286,35270,26/02/2016
1489154675,0,0,0,0,6,10,215600,20/12/2015,49579.2,55658,21/05/2016
3540454,0,0,0,0,5,10,143000,20/12/2015,117872.4,98727,05/05/2016
1491372884,0,0,0,0,2,10,,20/12/2015,15758.4,5521,02/06/2016
1485913990,0,0,0,0,3,10,,20/12/2015,37802.4,32002,20/02/2016
1489292687,0,0,0,0,5,10,,20/12/2015,5006.4,60809,22/04/2016
